case_id,transaction_id,issue_type,status,resolution_time_hours
C2273,T15759,failed_payment,resolved,56
C2274,T15761,duplicate,resolved,17
C2275,T15770,pending_payment,resolved,67
C2276,T15772,pending_payment,resolved,11
C2277,T15774,refund,resolved,7
C2278,T15782,duplicate,resolved,5
C2279,T15784,pending_payment,resolved,57
C2280,T15785,duplicate,resolved,35
C2281,T15786,failed_payment,resolved,42
C2282,T15791,refund,resolved,49
C2283,T15794,refund,resolved,17
C2284,T15816,refund,resolved,7
C2285,T15825,refund,resolved,48
C2286,T15827,duplicate,resolved,46
C2287,T15831,refund,resolved,44
C2288,T15867,duplicate,resolved,72
C2289,T15873,failed_payment,resolved,22
C2290,T15874,failed_payment,resolved,39
C2291,T15878,refund,resolved,14
C2292,T15881,duplicate,resolved,26
C2293,T15886,failed_payment,resolved,63
C2294,T15899,refund,resolved,68
C2295,T15900,pending_payment,resolved,19
C2296,T15906,refund,resolved,50
C2297,T15911,failed_payment,resolved,60
C2298,T15920,failed_payment,resolved,2
C2299,T15922,pending_payment,resolved,37
C2300,T15932,refund,resolved,20
C2301,T15939,refund,resolved,44
C2302,T15947,pending_payment,resolved,16
C2303,T15960,refund,resolved,23
C2304,T15961,failed_payment,resolved,33
C2305,T15962,failed_payment,resolved,20
C2306,T15963,pending_payment,resolved,27
C2307,T15976,failed_payment,resolved,21
C2308,T15977,pending_payment,resolved,46
C2309,T15993,failed_payment,resolved,11
C2310,T15995,duplicate,resolved,41
C2311,T15999,refund,resolved,37
C2312,T16011,refund,resolved,33
C2313,T16014,pending_payment,resolved,35
C2314,T16015,duplicate,resolved,49
C2315,T16024,failed_payment,resolved,57
C2316,T16030,refund,resolved,37
C2317,T16041,pending_payment,resolved,66
C2318,T16054,refund,resolved,66
C2319,T16079,refund,resolved,70
C2320,T16084,failed_payment,resolved,54
C2321,T16088,pending_payment,resolved,47
C2322,T16097,duplicate,resolved,9
C2323,T16102,failed_payment,resolved,48
C2324,T16106,duplicate,resolved,38
C2325,T16112,failed_payment,resolved,64
C2326,T16126,pending_payment,resolved,66
C2327,T16141,duplicate,resolved,57
C2328,T16150,failed_payment,resolved,14
C2329,T16154,refund,resolved,72
C2330,T16159,pending_payment,resolved,66
C2331,T16165,failed_payment,resolved,47
C2332,T16168,pending_payment,resolved,32
C2333,T16173,refund,resolved,72
C2334,T16175,duplicate,resolved,69
C2335,T16177,pending_payment,resolved,46
C2336,T16187,failed_payment,resolved,11
C2337,T16188,failed_payment,resolved,41
C2338,T16202,pending_payment,resolved,71
C2339,T16209,pending_payment,resolved,47
C2340,T16215,refund,resolved,66
C2341,T16221,refund,resolved,64
C2342,T16223,refund,resolved,43
C2343,T16225,refund,resolved,8
C2344,T16236,pending_payment,resolved,12
C2345,T16237,failed_payment,resolved,18
C2346,T16242,pending_payment,resolved,17
C2347,T16250,failed_payment,resolved,15
C2348,T16251,duplicate,resolved,27
C2349,T16256,pending_payment,resolved,35
C2350,T16266,duplicate,resolved,31
C2351,T16267,refund,resolved,68
C2352,T16281,failed_payment,resolved,43
C2353,T16282,refund,resolved,72
C2354,T16284,failed_payment,resolved,39
C2355,T16294,refund,resolved,38
C2356,T16296,refund,resolved,33
C2357,T16300,duplicate,resolved,25
C2358,T16302,pending_payment,resolved,57
C2359,T16321,duplicate,resolved,60
C2360,T16327,duplicate,resolved,40
C2361,T16328,pending_payment,resolved,66
C2362,T16334,pending_payment,resolved,17
C2363,T16337,duplicate,resolved,1
C2364,T16340,refund,resolved,29
C2365,T16345,refund,resolved,54
C2366,T16355,duplicate,resolved,55
C2367,T16364,failed_payment,resolved,38
C2368,T16372,refund,resolved,62
C2369,T16381,failed_payment,resolved,14
C2370,T16388,duplicate,resolved,54
C2371,T16392,pending_payment,open,0
C2372,T16396,pending_payment,resolved,11
C2373,T16397,duplicate,resolved,66
C2374,T16399,pending_payment,resolved,58
C2375,T16403,pending_payment,resolved,32
C2376,T16410,refund,resolved,54
C2377,T16413,pending_payment,resolved,70
C2378,T16418,failed_payment,resolved,48
C2379,T16426,pending_payment,resolved,28
C2380,T16430,refund,resolved,72
C2381,T16439,failed_payment,resolved,26
C2382,T16452,failed_payment,resolved,19
C2383,T16457,failed_payment,resolved,54
C2384,T16458,pending_payment,resolved,9
C2385,T16459,failed_payment,resolved,2
C2386,T16466,refund,resolved,66
C2387,T16476,refund,resolved,40
C2388,T16497,duplicate,resolved,54
C2389,T16513,duplicate,resolved,72
C2390,T16518,pending_payment,resolved,9
C2391,T16522,failed_payment,resolved,58
C2392,T16526,duplicate,resolved,56
C2393,T16532,refund,resolved,36
C2394,T16548,pending_payment,resolved,13
C2395,T16561,duplicate,resolved,6
C2396,T16562,duplicate,resolved,25
C2397,T16571,refund,resolved,23
C2398,T16576,refund,resolved,29
C2399,T16592,refund,resolved,17
C2400,T16612,refund,resolved,12
C2401,T16614,pending_payment,resolved,66
C2402,T16617,failed_payment,resolved,45
C2403,T16619,duplicate,resolved,12
C2404,T16626,pending_payment,resolved,57
C2405,T16640,refund,resolved,39
C2406,T16650,pending_payment,resolved,16
C2407,T16653,duplicate,resolved,8
C2408,T16658,duplicate,resolved,44
C2409,T16671,refund,resolved,69
C2410,T16674,failed_payment,resolved,51
C2411,T16679,refund,resolved,43
C2412,T16690,failed_payment,resolved,36
C2413,T16694,pending_payment,resolved,14
C2414,T16699,failed_payment,resolved,48
C2415,T16705,failed_payment,resolved,5
C2416,T16706,failed_payment,resolved,37
C2417,T16728,pending_payment,resolved,42
C2418,T16737,pending_payment,resolved,15
C2419,T16741,refund,resolved,67
C2420,T16752,refund,resolved,61
C2421,T16757,failed_payment,resolved,35
C2422,T16760,refund,resolved,58
C2423,T16762,failed_payment,resolved,32
C2424,T16785,failed_payment,resolved,19
C2425,T16787,refund,resolved,25
C2426,T16792,pending_payment,resolved,40
C2427,T16798,pending_payment,resolved,4
C2428,T16804,duplicate,resolved,63
C2429,T16811,refund,resolved,70
C2430,T16815,pending_payment,resolved,65
C2431,T16821,duplicate,resolved,2
C2432,T16847,pending_payment,resolved,68
C2433,T16855,failed_payment,resolved,10
C2434,T16858,pending_payment,resolved,3
C2435,T16860,pending_payment,resolved,57
C2436,T16879,failed_payment,resolved,49
C2437,T16884,refund,resolved,72
C2438,T16885,refund,resolved,68
C2439,T16896,failed_payment,resolved,8
C2440,T16903,pending_payment,resolved,35
C2441,T16905,pending_payment,resolved,3
C2442,T16907,refund,resolved,39
C2443,T16912,failed_payment,resolved,26
C2444,T16917,duplicate,resolved,51
C2445,T16921,duplicate,resolved,18
C2446,T16922,failed_payment,resolved,36
C2447,T16931,duplicate,resolved,46
C2448,T16934,failed_payment,resolved,72
C2449,T16937,duplicate,resolved,70
C2450,T16946,pending_payment,resolved,68
C2451,T16955,refund,resolved,31
C2452,T16956,pending_payment,resolved,15
C2453,T16970,pending_payment,resolved,43
C2454,T16975,pending_payment,resolved,72
C2455,T16976,duplicate,resolved,61
C2456,T16985,failed_payment,resolved,47
C2457,T16986,pending_payment,resolved,20
C2458,T17012,pending_payment,resolved,71
C2459,T17016,pending_payment,resolved,61
C2460,T17025,pending_payment,resolved,65
C2461,T17035,pending_payment,resolved,66
C2462,T17037,duplicate,resolved,26
C2463,T17044,refund,resolved,2
C2464,T17056,duplicate,resolved,40
C2465,T17061,pending_payment,resolved,19
C2466,T17063,failed_payment,resolved,36
C2467,T17073,refund,resolved,43
C2468,T17076,failed_payment,resolved,71
C2469,T17077,failed_payment,resolved,52
C2470,T17085,failed_payment,resolved,56
C2471,T17086,refund,resolved,56
C2472,T17099,duplicate,resolved,12
C2473,T17106,pending_payment,resolved,9
C2474,T17111,failed_payment,resolved,23
C2475,T17131,refund,resolved,54
C2476,T17132,failed_payment,resolved,6
C2477,T17148,refund,resolved,45
C2478,T17149,pending_payment,resolved,42
C2479,T17156,duplicate,resolved,5
C2480,T17162,pending_payment,resolved,10
C2481,T17163,pending_payment,resolved,47
C2482,T17173,failed_payment,resolved,36
C2483,T17188,duplicate,resolved,67
C2484,T17190,pending_payment,resolved,58
C2485,T17201,pending_payment,resolved,14
C2486,T17205,refund,resolved,43
C2487,T17214,failed_payment,resolved,22
C2488,T17232,pending_payment,resolved,51
C2489,T17248,refund,resolved,62
C2490,T17271,duplicate,resolved,27
C2491,T17274,duplicate,resolved,20
C2492,T17285,pending_payment,resolved,25
C2493,T17293,duplicate,resolved,42
C2494,T17299,refund,resolved,39
C2495,T17303,refund,resolved,65
C2496,T17312,failed_payment,resolved,68
C2497,T17320,pending_payment,resolved,46
C2498,T17323,failed_payment,resolved,20
C2499,T17325,duplicate,resolved,12
C2500,T17327,failed_payment,resolved,62
C2501,T17335,failed_payment,resolved,56
C2502,T17340,failed_payment,resolved,57
C2503,T17341,failed_payment,resolved,30
C2504,T17345,refund,resolved,42
C2505,T17350,duplicate,resolved,10
C2506,T17351,failed_payment,resolved,21
C2507,T17375,failed_payment,resolved,4
C2508,T17384,duplicate,resolved,64
C2509,T17395,pending_payment,open,0
C2510,T17397,refund,resolved,58
C2511,T17398,duplicate,resolved,62
C2512,T17408,pending_payment,resolved,13
C2513,T17409,pending_payment,resolved,37
C2514,T17424,pending_payment,resolved,53
C2515,T17425,duplicate,resolved,34
C2516,T17428,failed_payment,resolved,53
C2517,T17432,pending_payment,resolved,68
C2518,T17439,failed_payment,resolved,30
C2519,T17442,pending_payment,resolved,3
C2520,T17459,duplicate,resolved,62
C2521,T17487,failed_payment,resolved,16
C2522,T17494,failed_payment,resolved,26
C2523,T17496,failed_payment,resolved,41
C2524,T17497,duplicate,resolved,46
C2525,T17502,refund,resolved,65
C2526,T17503,refund,resolved,23
C2527,T17506,duplicate,resolved,25
C2528,T17510,failed_payment,resolved,58
C2529,T17512,pending_payment,resolved,4
C2530,T17515,refund,resolved,7
C2531,T17524,failed_payment,resolved,3
C2532,T17527,failed_payment,resolved,48
C2533,T17545,pending_payment,resolved,69
C2534,T17554,duplicate,resolved,3
C2535,T17572,refund,resolved,52
C2536,T17580,refund,resolved,37
C2537,T17587,refund,resolved,53
C2538,T17590,refund,resolved,53
C2539,T17592,refund,resolved,69
C2540,T17600,pending_payment,resolved,6
C2541,T17611,duplicate,resolved,57
C2542,T17612,duplicate,resolved,33
C2543,T17614,refund,resolved,66
C2544,T17626,pending_payment,resolved,36
C2545,T17633,failed_payment,resolved,27
C2546,T17644,refund,resolved,29
C2547,T17648,pending_payment,resolved,31
C2548,T17658,refund,resolved,13
C2549,T17663,failed_payment,resolved,46
C2550,T17665,failed_payment,resolved,58
C2551,T17666,pending_payment,open,0
C2552,T17691,refund,resolved,65
C2553,T17698,refund,resolved,40
C2554,T17702,failed_payment,resolved,17
C2555,T17706,refund,open,0
C2556,T17716,pending_payment,resolved,37
C2557,T17726,refund,resolved,17
C2558,T17740,duplicate,resolved,12
C2559,T17741,refund,resolved,31
C2560,T17750,duplicate,resolved,2
C2561,T17754,failed_payment,resolved,49
C2562,T17756,refund,resolved,53
C2563,T17760,refund,resolved,64
C2564,T17764,failed_payment,open,0
C2565,T17769,duplicate,resolved,5
C2566,T17771,pending_payment,resolved,34
C2567,T17772,duplicate,resolved,62
C2568,T17795,failed_payment,open,0
C2569,T17818,failed_payment,resolved,71
C2570,T17824,failed_payment,resolved,62
C2571,T17828,pending_payment,resolved,37
C2572,T17833,pending_payment,resolved,10
C2573,T17853,duplicate,resolved,54
C2574,T17865,pending_payment,resolved,45
C2575,T17867,failed_payment,open,0
C2576,T17878,duplicate,resolved,13
C2577,T17883,refund,open,0
C2578,T17886,refund,resolved,56
C2579,T17893,failed_payment,resolved,2
C2580,T17897,refund,resolved,49
C2581,T17901,refund,resolved,59
C2582,T17903,duplicate,resolved,62
C2583,T17907,duplicate,resolved,1
C2584,T17909,refund,resolved,23
C2585,T17926,refund,resolved,48
C2586,T17927,pending_payment,resolved,38
C2587,T17928,duplicate,resolved,31
C2588,T17933,refund,resolved,60
C2589,T17934,refund,resolved,60
C2590,T17935,failed_payment,resolved,12
C2591,T17939,refund,resolved,35
C2592,T17942,failed_payment,resolved,38
C2593,T17947,pending_payment,resolved,47
C2594,T17951,refund,resolved,9
C2595,T17966,failed_payment,resolved,37
C2596,T17968,duplicate,resolved,50
C2597,T17981,duplicate,resolved,55
C2598,T17985,duplicate,resolved,61
C2599,T17990,duplicate,resolved,21
C2600,T17992,pending_payment,resolved,12
C2601,T18000,refund,resolved,37
C2602,T18005,refund,resolved,32
C2603,T18008,duplicate,resolved,16
C2604,T18014,pending_payment,resolved,37
C2605,T18021,failed_payment,open,0
C2606,T18022,pending_payment,resolved,59
C2607,T18028,duplicate,resolved,31
C2608,T18030,pending_payment,resolved,55
C2609,T18036,refund,resolved,27
C2610,T18039,duplicate,resolved,40
C2611,T18044,failed_payment,resolved,11
C2612,T18048,pending_payment,resolved,42
C2613,T18052,duplicate,resolved,10
C2614,T18058,failed_payment,resolved,28
C2615,T18066,failed_payment,resolved,57
C2616,T18068,failed_payment,resolved,42
C2617,T18077,failed_payment,resolved,42
C2618,T18098,duplicate,resolved,9
C2619,T18118,failed_payment,resolved,27
C2620,T18128,duplicate,resolved,42
C2621,T18129,pending_payment,resolved,32
C2622,T18130,refund,resolved,71
C2623,T18145,failed_payment,resolved,5
C2624,T18150,duplicate,resolved,58
C2625,T18157,pending_payment,resolved,27
C2626,T18158,failed_payment,resolved,56
C2627,T18171,failed_payment,resolved,63
C2628,T18192,duplicate,resolved,29
C2629,T18196,pending_payment,resolved,49
C2630,T18199,pending_payment,resolved,46
C2631,T18200,duplicate,resolved,10
C2632,T18202,failed_payment,resolved,56
C2633,T18206,duplicate,resolved,65
C2634,T18215,failed_payment,resolved,10
C2635,T18218,failed_payment,resolved,44
C2636,T18220,refund,resolved,12
C2637,T18223,failed_payment,resolved,26
C2638,T18228,duplicate,resolved,70
C2639,T18247,pending_payment,resolved,58
C2640,T18266,pending_payment,resolved,24
C2641,T18272,duplicate,resolved,51
C2642,T18285,failed_payment,resolved,16
C2643,T18293,pending_payment,resolved,1
C2644,T18301,failed_payment,resolved,43
C2645,T18307,refund,resolved,17
C2646,T18313,pending_payment,resolved,67
C2647,T18315,failed_payment,resolved,63
C2648,T18318,failed_payment,resolved,17
C2649,T18324,duplicate,resolved,41
C2650,T18346,pending_payment,resolved,60
C2651,T18360,refund,resolved,71
C2652,T18374,refund,resolved,10
C2653,T18375,refund,resolved,22
C2654,T18384,refund,resolved,16
C2655,T18396,duplicate,resolved,32
C2656,T18402,failed_payment,resolved,56
C2657,T18410,failed_payment,resolved,66
C2658,T18417,duplicate,resolved,1
C2659,T18426,refund,resolved,30
C2660,T18435,refund,resolved,2
C2661,T18443,refund,resolved,3
C2662,T18452,failed_payment,resolved,1
C2663,T18459,failed_payment,resolved,48
C2664,T18460,duplicate,resolved,33
C2665,T18462,refund,resolved,56
C2666,T18463,failed_payment,resolved,19
C2667,T18464,failed_payment,resolved,14
C2668,T18469,failed_payment,resolved,17
C2669,T18472,refund,resolved,13
C2670,T18476,duplicate,resolved,2
C2671,T18481,refund,resolved,33
C2672,T18485,pending_payment,resolved,31
C2673,T18487,refund,resolved,70
C2674,T18493,failed_payment,resolved,6
C2675,T18525,duplicate,resolved,44
C2676,T18527,refund,resolved,70
C2677,T18539,refund,resolved,1
C2678,T18541,duplicate,resolved,59
C2679,T18542,duplicate,resolved,18
C2680,T18543,refund,resolved,41
C2681,T18552,pending_payment,resolved,42
C2682,T18557,duplicate,resolved,41
C2683,T18558,pending_payment,resolved,19
C2684,T18577,refund,resolved,1
C2685,T18589,pending_payment,resolved,46
C2686,T18634,pending_payment,resolved,20
C2687,T18650,pending_payment,resolved,61
C2688,T18684,failed_payment,resolved,10
C2689,T18687,duplicate,resolved,1
C2690,T18691,pending_payment,resolved,56
C2691,T18697,refund,resolved,43
C2692,T18699,refund,resolved,10
C2693,T18701,duplicate,resolved,55
C2694,T18714,duplicate,resolved,44
C2695,T18720,failed_payment,resolved,4
C2696,T18749,pending_payment,resolved,65
C2697,T18751,refund,resolved,1
C2698,T18753,failed_payment,resolved,49
C2699,T18765,duplicate,resolved,56
C2700,T18769,duplicate,resolved,1
C2701,T18779,duplicate,resolved,68
C2702,T18780,duplicate,resolved,16
C2703,T18782,duplicate,resolved,37
C2704,T18788,refund,resolved,40
C2705,T18791,refund,resolved,7
C2706,T18794,failed_payment,resolved,48
C2707,T18795,duplicate,resolved,46
C2708,T18812,pending_payment,resolved,48
C2709,T18826,pending_payment,resolved,51
C2710,T18828,failed_payment,resolved,50
C2711,T18845,duplicate,resolved,55
C2712,T18847,failed_payment,resolved,52
C2713,T18855,failed_payment,resolved,35
C2714,T18891,pending_payment,resolved,55
C2715,T18902,refund,resolved,35
C2716,T18903,pending_payment,resolved,39
C2717,T18913,pending_payment,resolved,26
C2718,T18931,pending_payment,resolved,54
C2719,T18934,duplicate,resolved,22
C2720,T18936,failed_payment,resolved,17
C2721,T18941,pending_payment,resolved,33
C2722,T18948,failed_payment,resolved,1
C2723,T18950,refund,resolved,34
C2724,T18956,duplicate,resolved,58
C2725,T18964,duplicate,resolved,29
C2726,T18971,duplicate,resolved,7
C2727,T18976,pending_payment,resolved,13
C2728,T18986,pending_payment,resolved,56
C2729,T18995,failed_payment,resolved,1
C2730,T18999,refund,resolved,5
C2731,T19002,duplicate,resolved,22
C2732,T19022,pending_payment,resolved,62
C2733,T19029,pending_payment,resolved,49
C2734,T19030,refund,open,0
C2735,T19032,refund,resolved,71
C2736,T19046,pending_payment,resolved,42
C2737,T19049,pending_payment,open,0
C2738,T19055,failed_payment,resolved,38
C2739,T19062,failed_payment,resolved,16
C2740,T19072,failed_payment,resolved,52
C2741,T19074,pending_payment,resolved,19
C2742,T19082,refund,resolved,35
C2743,T19093,pending_payment,resolved,31
C2744,T19109,pending_payment,resolved,27
C2745,T19110,refund,resolved,17
C2746,T19122,refund,resolved,1
C2747,T19136,duplicate,resolved,42
C2748,T19152,refund,resolved,19
C2749,T19158,pending_payment,resolved,55
C2750,T19159,duplicate,resolved,49
C2751,T19162,duplicate,resolved,17
C2752,T19170,refund,resolved,12
C2753,T19174,refund,resolved,38
C2754,T19179,duplicate,resolved,60
C2755,T19192,refund,resolved,66
C2756,T19196,refund,resolved,33
C2757,T19199,refund,resolved,24
C2758,T19203,failed_payment,resolved,13
C2759,T19209,refund,resolved,4
C2760,T19212,duplicate,resolved,68
C2761,T19215,failed_payment,resolved,25
C2762,T19216,pending_payment,resolved,62
C2763,T19219,duplicate,resolved,49
C2764,T19220,refund,resolved,10
C2765,T19225,failed_payment,resolved,39
C2766,T19228,refund,resolved,37
C2767,T19236,pending_payment,resolved,68
C2768,T19238,duplicate,resolved,2
C2769,T19239,refund,resolved,46
C2770,T19241,failed_payment,resolved,4
C2771,T19243,refund,resolved,30
C2772,T19245,pending_payment,resolved,29
C2773,T19256,failed_payment,resolved,49
C2774,T19260,refund,resolved,7
C2775,T19265,failed_payment,resolved,71
C2776,T19266,failed_payment,resolved,4
C2777,T19267,duplicate,resolved,8
C2778,T19269,failed_payment,resolved,53
C2779,T19275,pending_payment,resolved,7
C2780,T19296,duplicate,resolved,25
C2781,T19301,failed_payment,open,0
C2782,T19308,refund,resolved,44
C2783,T19314,duplicate,resolved,30
C2784,T19317,failed_payment,resolved,5
C2785,T19318,failed_payment,resolved,3
C2786,T19321,duplicate,resolved,36
C2787,T19329,failed_payment,resolved,37
C2788,T19342,duplicate,resolved,25
C2789,T19347,refund,resolved,40
C2790,T19361,failed_payment,resolved,31
C2791,T19367,failed_payment,resolved,72
C2792,T19375,refund,resolved,63
C2793,T19378,pending_payment,resolved,35
C2794,T19379,refund,resolved,70
C2795,T19387,failed_payment,resolved,15
C2796,T19390,duplicate,resolved,24
C2797,T19416,failed_payment,resolved,44
C2798,T19417,pending_payment,resolved,54
C2799,T19418,refund,resolved,48
C2800,T19426,pending_payment,resolved,11
C2801,T19438,pending_payment,resolved,6
C2802,T19441,duplicate,resolved,47
C2803,T19447,duplicate,resolved,54
C2804,T19451,duplicate,resolved,47
C2805,T19454,pending_payment,resolved,2
C2806,T19471,duplicate,resolved,50
C2807,T19476,duplicate,resolved,68
C2808,T19483,pending_payment,resolved,44
C2809,T19486,duplicate,resolved,48
C2810,T19498,duplicate,resolved,55
C2811,T19502,duplicate,resolved,68
C2812,T19513,refund,resolved,16
C2813,T19521,failed_payment,resolved,31
C2814,T19525,refund,resolved,28
C2815,T19538,refund,resolved,49
C2816,T19551,duplicate,resolved,49
C2817,T19555,duplicate,resolved,55
C2818,T19559,failed_payment,resolved,66
C2819,T19562,refund,resolved,29
C2820,T19570,duplicate,resolved,58
C2821,T19583,pending_payment,resolved,48
C2822,T19593,pending_payment,resolved,63
C2823,T19597,duplicate,resolved,64
C2824,T19599,refund,resolved,5
C2825,T19616,duplicate,resolved,71
C2826,T19623,failed_payment,resolved,48
C2827,T19630,refund,resolved,2
C2828,T19637,refund,resolved,21
C2829,T19647,failed_payment,resolved,54
C2830,T19650,pending_payment,resolved,12
C2831,T19655,failed_payment,resolved,31
C2832,T19671,pending_payment,resolved,32
C2833,T19687,pending_payment,resolved,41
C2834,T19693,pending_payment,resolved,71
C2835,T19696,duplicate,resolved,48
C2836,T19698,failed_payment,resolved,69
C2837,T19713,duplicate,resolved,25
C2838,T19723,refund,open,0
C2839,T19728,duplicate,resolved,22
C2840,T19740,duplicate,resolved,46
C2841,T19747,pending_payment,resolved,19
C2842,T19754,pending_payment,resolved,27
C2843,T19756,duplicate,resolved,6
C2844,T19762,pending_payment,resolved,56
C2845,T19768,duplicate,resolved,67
C2846,T19771,duplicate,resolved,42
C2847,T19782,failed_payment,resolved,28
C2848,T19799,pending_payment,resolved,38
C2849,T19801,failed_payment,resolved,34
C2850,T19810,pending_payment,resolved,54
C2851,T19814,duplicate,resolved,42
C2852,T19818,failed_payment,resolved,56
C2853,T19820,failed_payment,resolved,64
C2854,T19832,duplicate,resolved,59
C2855,T19840,failed_payment,resolved,68
C2856,T19847,refund,resolved,69
C2857,T19849,refund,resolved,55
C2858,T19854,failed_payment,resolved,61
C2859,T19859,failed_payment,resolved,57
C2860,T19872,refund,resolved,54
C2861,T19874,duplicate,resolved,66
C2862,T19883,failed_payment,resolved,13
C2863,T19897,pending_payment,resolved,16
C2864,T19902,duplicate,resolved,58
C2865,T19915,refund,resolved,50
C2866,T19919,refund,resolved,58
C2867,T19929,refund,resolved,2
C2868,T19930,pending_payment,resolved,63
C2869,T19932,duplicate,resolved,63
C2870,T19934,failed_payment,resolved,44
C2871,T19938,refund,resolved,14
C2872,T19942,failed_payment,resolved,10
C2873,T19945,refund,resolved,39
C2874,T19960,duplicate,resolved,8
C2875,T19970,pending_payment,open,0
C2876,T19974,failed_payment,resolved,35
C2877,T19975,duplicate,resolved,34
C2878,T19992,duplicate,resolved,52
C2879,T20007,refund,resolved,54
C2880,T20010,pending_payment,resolved,70
C2881,T20013,refund,resolved,61
C2882,T20016,refund,resolved,4
C2883,T20023,pending_payment,resolved,43
C2884,T20026,duplicate,resolved,71
C2885,T20033,failed_payment,resolved,7
C2886,T20036,pending_payment,resolved,31
C2887,T20037,pending_payment,resolved,22
C2888,T20043,pending_payment,resolved,11
C2889,T20045,duplicate,resolved,43
C2890,T20048,pending_payment,resolved,50
C2891,T20055,pending_payment,resolved,21
C2892,T20057,failed_payment,resolved,7
C2893,T20063,duplicate,resolved,63
C2894,T20070,pending_payment,resolved,7
C2895,T20077,failed_payment,resolved,62
C2896,T20095,failed_payment,resolved,13
C2897,T20097,refund,resolved,33
C2898,T20101,failed_payment,resolved,52
C2899,T20106,failed_payment,resolved,27
C2900,T20117,failed_payment,resolved,34
C2901,T20118,duplicate,resolved,60
C2902,T20119,duplicate,resolved,11
C2903,T20120,failed_payment,resolved,28
C2904,T20121,failed_payment,resolved,8
C2905,T20123,duplicate,resolved,44
C2906,T20125,failed_payment,resolved,33
C2907,T20137,duplicate,resolved,62
C2908,T20140,failed_payment,resolved,45
C2909,T20145,failed_payment,resolved,37
C2910,T20147,failed_payment,resolved,52
C2911,T20153,duplicate,resolved,11
C2912,T20161,failed_payment,resolved,45
C2913,T20167,refund,resolved,45
C2914,T20169,duplicate,resolved,3
C2915,T20172,refund,resolved,31
C2916,T20179,pending_payment,resolved,68
C2917,T20183,duplicate,resolved,72
C2918,T20191,pending_payment,resolved,55
C2919,T20193,pending_payment,resolved,68
C2920,T20194,pending_payment,resolved,53
C2921,T20212,refund,resolved,69
C2922,T20213,failed_payment,resolved,70
C2923,T20221,refund,resolved,32
C2924,T20223,failed_payment,resolved,3
C2925,T20226,pending_payment,resolved,48
C2926,T20229,pending_payment,resolved,39
C2927,T20231,pending_payment,resolved,38
C2928,T20238,refund,resolved,45
C2929,T20249,duplicate,resolved,56
C2930,T20261,refund,resolved,6
C2931,T20271,pending_payment,resolved,36
C2932,T20275,failed_payment,resolved,32
C2933,T20286,duplicate,resolved,24
C2934,T20287,failed_payment,resolved,17
C2935,T20291,duplicate,resolved,58
C2936,T20297,duplicate,resolved,36
C2937,T20298,pending_payment,resolved,25
C2938,T20303,duplicate,resolved,58
C2939,T20318,duplicate,resolved,9
C2940,T20321,refund,resolved,12
C2941,T20339,failed_payment,resolved,53
C2942,T20362,refund,resolved,66
C2943,T20371,refund,resolved,38
C2944,T20374,pending_payment,resolved,35
C2945,T20382,refund,resolved,65
C2946,T20386,duplicate,resolved,65
C2947,T20392,duplicate,resolved,72
C2948,T20395,failed_payment,resolved,61
C2949,T20400,refund,resolved,60
C2950,T20409,refund,resolved,20
C2951,T20411,failed_payment,resolved,67
C2952,T20413,refund,resolved,64
C2953,T20415,failed_payment,resolved,25
C2954,T20420,refund,resolved,17
C2955,T20421,pending_payment,resolved,1
C2956,T20428,refund,resolved,32
C2957,T20438,pending_payment,resolved,49
C2958,T20448,failed_payment,resolved,67
C2959,T20449,pending_payment,resolved,30
C2960,T20455,failed_payment,resolved,4
C2961,T20462,refund,resolved,2
C2962,T20482,refund,resolved,37
C2963,T20487,duplicate,resolved,1
C2964,T20491,duplicate,resolved,53
C2965,T20494,refund,resolved,71
C2966,T20501,failed_payment,resolved,62
C2967,T20557,refund,resolved,56
C2968,T20559,duplicate,resolved,6
C2969,T20567,pending_payment,resolved,3
C2970,T20568,duplicate,resolved,26
C2971,T20570,duplicate,resolved,18
C2972,T20572,refund,resolved,32
C2973,T20576,pending_payment,resolved,67
C2974,T20577,failed_payment,resolved,49
C2975,T20580,failed_payment,resolved,37
C2976,T20581,refund,resolved,38
C2977,T20585,duplicate,resolved,24
C2978,T20599,refund,resolved,52
C2979,T20601,duplicate,resolved,14
C2980,T20614,failed_payment,resolved,36
C2981,T20622,refund,resolved,16
C2982,T20627,refund,resolved,13
C2983,T20635,pending_payment,resolved,32
C2984,T20642,refund,resolved,30
C2985,T20644,duplicate,resolved,34
C2986,T20656,refund,resolved,15
C2987,T20676,pending_payment,resolved,56
C2988,T20677,pending_payment,resolved,70
C2989,T20679,failed_payment,resolved,42
C2990,T20685,failed_payment,resolved,20
C2991,T20688,pending_payment,resolved,48
C2992,T20690,duplicate,resolved,29
C2993,T20711,pending_payment,resolved,38
C2994,T20723,failed_payment,resolved,56
C2995,T20726,duplicate,resolved,32
C2996,T20727,failed_payment,resolved,14
C2997,T20728,refund,resolved,64
C2998,T20737,refund,resolved,25
C2999,T20743,failed_payment,resolved,12
C3000,T20745,failed_payment,resolved,8
C3001,T20766,duplicate,resolved,70
C3002,T20776,duplicate,resolved,22
C3003,T20780,pending_payment,resolved,34
C3004,T20795,duplicate,resolved,60
C3005,T20801,refund,resolved,43
C3006,T20808,pending_payment,resolved,40
C3007,T20812,pending_payment,resolved,36
C3008,T20814,refund,resolved,71
C3009,T20825,pending_payment,resolved,66
